,countryCode,countryName,createDate,data,elevation,latitude,longitude,measuredDate,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperComments,mosquitohabitatmapperDataSource,mosquitohabitatmapperExtraData,mosquitohabitatmapperGenus,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperMeasurementLongitude,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperSpecies,mosquitohabitatmapperUserid,mosquitohabitatmapperWaterSource,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperWaterSourceType,organizationId,organizationName,pid,protocol,publishDate,siteId,siteName,updateDate
8,,,2020-07-15T04:25:05,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-08T20:35:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with salt water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/08/1761998/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761999/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762000/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762002/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762003/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762004/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762005/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.6562, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24755, 'mosquitohabitatmapperMeasurementLongitude': -98.4426}",356.7,29.656018,-98.443063,2020-07-08,,False,"This is a mosquito larvae trap that I built and filled with salt water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.",GLOBE Observer App,,,,,identify,2020-07-08T20:35:00,0,29.6562,-98.4426,,,,24755,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/08/1761998/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761999/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762000/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762002/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762003/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762004/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1762005/original.jpg,container: artificial,17043304,United States of America Citizen Science,163798655,mosquito_habitat_mapper,2020-07-18T21:00:08,206469,14RNT539808,2020-07-15T16:30:12
9,,,2020-07-15T04:25:05,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-08T20:40:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with sink water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/08/1761885/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761887/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761888/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761889/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761891/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761893/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.6562, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24740, 'mosquitohabitatmapperMeasurementLongitude': -98.4426}",356.7,29.656018,-98.443063,2020-07-08,,False,"This is a mosquito larvae trap that I built and filled with sink water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.",GLOBE Observer App,,,,,identify,2020-07-08T20:40:00,0,29.6562,-98.4426,,,,24740,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/08/1761885/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761887/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761888/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761889/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761891/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761893/original.jpg,container: artificial,17043304,United States of America Citizen Science,163798655,mosquito_habitat_mapper,2020-07-18T21:00:08,206469,14RNT539808,2020-07-15T16:30:12
10,,,2020-07-15T04:25:05,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-08T20:48:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with sugar water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/08/1761927/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761928/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761929/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761930/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761931/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761932/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761934/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.6563, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24742, 'mosquitohabitatmapperMeasurementLongitude': -98.4426}",356.7,29.656018,-98.443063,2020-07-08,,False,"This is a mosquito larvae trap that I built and filled with sugar water. It has been sitting on my back porch for over a week since I last checked it, and it has not yielded any mosquito larvae.",GLOBE Observer App,,,,,identify,2020-07-08T20:48:00,0,29.6563,-98.4426,,,,24742,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/08/1761927/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761928/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761929/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761930/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761931/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761932/original.jpg; https://data.globe.gov/system/photos/2020/07/08/1761934/original.jpg,container: artificial,17043304,United States of America Citizen Science,163798655,mosquito_habitat_mapper,2020-07-18T21:00:08,206469,14RNT539808,2020-07-15T16:30:12
11,,,2020-07-14T20:50:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1760718/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760719/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760720/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760721/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760722/original.jpg', 'mosquitohabitatmapperMeasuredAt': '2020-07-11T19:26:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': '16', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with alkaline water. I refilled the trap with alkaline water last week, and checked it today and found these larvae.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1760723/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760724/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1760716/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760717/original.jpg', 'mosquitohabitatmapperMeasurementLatitude': 29.48, 'mosquitohabitatmapperLastIdentifyStage': 'identify-siphon-pecten', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24676, 'mosquitohabitatmapperMeasurementLongitude': -98.4704}",225.6,29.479242,-98.47085,2020-07-11,https://data.globe.gov/system/photos/2020/07/11/1760718/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760719/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760720/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760721/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760722/original.jpg,False,"This is a mosquito larvae trap that I built and filled with alkaline water. I refilled the trap with alkaline water last week, and checked it today and found these larvae.",GLOBE Observer App,,,https://data.globe.gov/system/photos/2020/07/11/1760716/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760717/original.jpg,16,identify-siphon-pecten,2020-07-11T19:26:00,0,29.48,-98.4704,False,,False,24676,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/11/1760723/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1760724/original.jpg,container: artificial,17043304,United States of America Citizen Science,163797764,mosquito_habitat_mapper,2020-07-18T21:00:08,206500,14RNT513612,2020-07-15T16:35:07
12,,,2020-07-14T20:50:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-11T18:37:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with lemon juice mixed with water. I refilled it last week with this lemon solution, and checked it today. It did not contain any mosquito larvae, just some congealed lemon juice and other unknown insects and gelatinous substances.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1761847/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761848/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761849/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761850/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761851/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761852/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761853/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761854/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.48, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24739, 'mosquitohabitatmapperMeasurementLongitude': -98.4705}",225.6,29.479242,-98.47085,2020-07-11,,False,"This is a mosquito larvae trap that I built and filled with lemon juice mixed with water. I refilled it last week with this lemon solution, and checked it today. It did not contain any mosquito larvae, just some congealed lemon juice and other unknown insects and gelatinous substances.",GLOBE Observer App,,,,,identify,2020-07-11T18:37:00,0,29.48,-98.4705,,,,24739,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/11/1761847/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761848/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761849/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761850/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761851/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761852/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761853/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761854/original.jpg,container: artificial,17043304,United States of America Citizen Science,163797764,mosquito_habitat_mapper,2020-07-18T21:00:08,206500,14RNT513612,2020-07-15T16:35:07
13,,,2020-07-14T20:50:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-11T17:35:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with sink water. I refilled it last week with sink water, and checked it today. It did not contain any mosquito larvae, just some dead ants, a dead spider, and a couple of small insects.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1761770/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761771/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761772/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761773/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761774/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761775/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761776/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761777/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761778/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.48, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24731, 'mosquitohabitatmapperMeasurementLongitude': -98.4706}",225.6,29.479242,-98.47085,2020-07-11,,False,"This is a mosquito larvae trap that I built and filled with sink water. I refilled it last week with sink water, and checked it today. It did not contain any mosquito larvae, just some dead ants, a dead spider, and a couple of small insects.",GLOBE Observer App,,,,,identify,2020-07-11T17:35:00,0,29.48,-98.4706,,,,24731,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/11/1761770/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761771/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761772/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761773/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761774/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761775/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761776/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761777/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761778/original.jpg,container: artificial,17043304,United States of America Citizen Science,163797764,mosquito_habitat_mapper,2020-07-18T21:00:08,206500,14RNT513612,2020-07-15T16:35:07
14,,,2020-07-14T20:50:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-11T18:10:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with salt water. I refilled the trap with salt water last week, and checked it today. There were no mosquito larvae in the trap, but the trap did attract pill bugs, ants, spiders, a beetle, and a cockroach.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1761793/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761794/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761795/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761796/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761797/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761798/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761799/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761800/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761801/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.4801, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24733, 'mosquitohabitatmapperMeasurementLongitude': -98.4706}",225.6,29.479242,-98.47085,2020-07-11,,False,"This is a mosquito larvae trap that I built and filled with salt water. I refilled the trap with salt water last week, and checked it today. There were no mosquito larvae in the trap, but the trap did attract pill bugs, ants, spiders, a beetle, and a cockroach.",GLOBE Observer App,,,,,identify,2020-07-11T18:10:00,0,29.4801,-98.4706,,,,24733,False,,67378028,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/11/1761793/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761794/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761795/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761796/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761797/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761798/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761799/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761800/original.jpg; https://data.globe.gov/system/photos/2020/07/11/1761801/original.jpg,container: artificial,17043304,United States of America Citizen Science,163797764,mosquito_habitat_mapper,2020-07-18T21:00:08,206500,14RNT513612,2020-07-15T16:35:07
15,,,2020-07-22T14:15:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-18T19:25:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': ""This is a mosquito larvae trap that I built and filled with lemon juice mixed with water. I left it out for a week before checking it today- there were no larvae in it. The trap was filled with silver fish- most of them were dead and not fully grown, but there were a couple of live adults that crawled out when I poured the trap's contents onto a plate."", 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.48, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 25042, 'mosquitohabitatmapperMeasurementLongitude': -98.4706}",225.6,29.479242,-98.47085,2020-07-18,,False,"This is a mosquito larvae trap that I built and filled with lemon juice mixed with water. I left it out for a week before checking it today- there were no larvae in it. The trap was filled with silver fish- most of them were dead and not fully grown, but there were a couple of live adults that crawled out when I poured the trap's contents onto a plate.",GLOBE Observer App,,,,,identify,2020-07-18T19:25:00,0,29.48,-98.4706,,,,25042,False,,67378028,adult mosquito trap,pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval,container: artificial,17043304,United States of America Citizen Science,163827326,mosquito_habitat_mapper,2020-07-22T17:20:00,206500,14RNT513612,2020-07-22T17:15:03
16,,,2020-07-22T14:15:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-18T18:35:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with sink water. I left it out for a week before checking it today- there were no larvae in it.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'pending approval; pending approval; pending approval; pending approval; pending approval; pending approval', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.4801, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 25027, 'mosquitohabitatmapperMeasurementLongitude': -98.4706}",225.6,29.479242,-98.47085,2020-07-18,,False,This is a mosquito larvae trap that I built and filled with sink water. I left it out for a week before checking it today- there were no larvae in it.,GLOBE Observer App,,,,,identify,2020-07-18T18:35:00,0,29.4801,-98.4706,,,,25027,False,,67378028,adult mosquito trap,pending approval; pending approval; pending approval; pending approval; pending approval; pending approval,container: artificial,17043304,United States of America Citizen Science,163827326,mosquito_habitat_mapper,2020-07-22T17:20:00,206500,14RNT513612,2020-07-22T17:15:03
17,,,2020-07-22T14:15:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-18T18:56:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67378028, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'This is a mosquito larvae trap that I built and filled with sugar water. I left it out for a week before checking it today- there were no larvae in it. Ants were crawling all over the trap, and just five minutes after I cleaned and refilled the trap then placed it back, the ants had found it once more.', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.4801, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 25038, 'mosquitohabitatmapperMeasurementLongitude': -98.4706}",225.6,29.479242,-98.47085,2020-07-18,,False,"This is a mosquito larvae trap that I built and filled with sugar water. I left it out for a week before checking it today- there were no larvae in it. Ants were crawling all over the trap, and just five minutes after I cleaned and refilled the trap then placed it back, the ants had found it once more.",GLOBE Observer App,,,,,identify,2020-07-18T18:56:00,0,29.4801,-98.4706,,,,25038,False,,67378028,adult mosquito trap,pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval; pending approval,container: artificial,17043304,United States of America Citizen Science,163827326,mosquito_habitat_mapper,2020-07-22T17:20:00,206500,14RNT513612,2020-07-22T17:15:03
